year,gene,method,subtype,region,continent,mismatch
2017,H3N2 NA protein,Neher LBI,H3N2,UK,Europe,7.367201426
2018,H3N2 NA protein,Neher LBI,H3N2,UK,Europe,3.954330709
2019,H3N2 NA protein,Neher LBI,H3N2,UK,Europe,7.642611684
2003,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,NA
2004,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,NA
2005,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,NA
2006,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,NA
2007,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,NA
2008,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,12
2009,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,NA
2010,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,NA
2011,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,2.428571429
2012,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,3.823529412
2013,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,6.636363636
2014,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,3.642857143
2015,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,3.925925926
2016,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,7.4
2017,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,6.722222222
2018,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,4.396226415
2019,H3N2 NA protein,Neher LBI,H3N2,GER,Europe,7.558659218
2003,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,NA
2004,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,NA
2005,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,NA
2006,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,NA
2007,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,4.75
2008,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,11.5
2009,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,5.789473684
2010,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,6
2011,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,3.222222222
2012,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,3.911764706
2013,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,6.619047619
2014,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,3.3
2015,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,4.47826087
2016,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,3.675675676
2017,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,7.250569476
2018,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,5.05982906
2019,H3N2 NA protein,Neher LBI,H3N2,FR,Europe,7.292857143
2003,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,NA
2004,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,13.6
2005,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,14.78947368
2006,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,NA
2007,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,10
2008,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,10
2009,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,5.576271186
2010,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,6.136363636
2011,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,4.333333333
2012,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,4.166666667
2013,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,7.5
2014,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,3.621621622
2015,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,4.470588235
2016,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,3.208333333
2017,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,8.088785047
2018,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,5.057692308
2019,H3N2 NA protein,Neher LBI,H3N2,HK,Asia,7.021276596
2003,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,14.4137931
2004,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,12.67647059
2005,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,15.3030303
2006,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,14
2007,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,8.272727273
2008,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,12.05263158
2009,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,5.717647059
2010,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,9.333333333
2011,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,3.739130435
2012,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,4.4
2013,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,7.633333333
2014,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,4.106382979
2015,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,3.916666667
2016,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,4.102040816
2017,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,6.469255663
2018,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,5.882352941
2019,H3N2 NA protein,Neher LBI,H3N2,SCP,Asia,7.662004662
2003,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,NA
2004,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,15
2005,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,19
2006,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,2.4
2007,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,6.8
2008,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,12.75
2009,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,5.833333333
2010,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,12
2011,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,4.833333333
2012,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,4.384615385
2013,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,8.113402062
2014,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,4.255102041
2015,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,4.366120219
2016,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,3.251336898
2017,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,6.823244552
2018,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,4.631782946
2019,H3N2 NA protein,Neher LBI,H3N2,JP,Asia,7.240112994
2003,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,14
2004,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,15.22222222
2005,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,NA
2006,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,NA
2007,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,7.5
2008,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,12
2009,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,4.464285714
2010,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,5.9
2011,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,3.630872483
2012,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,3.866666667
2013,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,7.555555556
2014,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,3.243243243
2015,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,4.03125
2016,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,3.37414966
2017,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,8.244444444
2018,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,4.991150442
2019,H3N2 NA protein,Neher LBI,H3N2,SG,Asia,8.222972973
2003,H3N2 NA protein,answer strain,H3N2,NY,North America,9.444444444
2004,H3N2 NA protein,answer strain,H3N2,NY,North America,2.931818182
2005,H3N2 NA protein,answer strain,H3N2,NY,North America,3.320987654
2006,H3N2 NA protein,answer strain,H3N2,NY,North America,2.867924528
2007,H3N2 NA protein,answer strain,H3N2,NY,North America,3.1
2008,H3N2 NA protein,answer strain,H3N2,NY,North America,1.6
2009,H3N2 NA protein,answer strain,H3N2,NY,North America,1.103896104
2010,H3N2 NA protein,answer strain,H3N2,NY,North America,3.166666667
2011,H3N2 NA protein,answer strain,H3N2,NY,North America,4.6875
2012,H3N2 NA protein,answer strain,H3N2,NY,North America,2.083333333
2013,H3N2 NA protein,answer strain,H3N2,NY,North America,1.14516129
2014,H3N2 NA protein,answer strain,H3N2,NY,North America,4.230769231
2015,H3N2 NA protein,answer strain,H3N2,NY,North America,2.333333333
2016,H3N2 NA protein,answer strain,H3N2,NY,North America,6.072727273
2017,H3N2 NA protein,answer strain,H3N2,NY,North America,4.284090909
2018,H3N2 NA protein,answer strain,H3N2,NY,North America,2.058252427
2019,H3N2 NA protein,answer strain,H3N2,NY,North America,10.03846154
2003,H3N2 NA protein,answer strain,H3N2,CA,North America,NA
2004,H3N2 NA protein,answer strain,H3N2,CA,North America,10.71428571
2005,H3N2 NA protein,answer strain,H3N2,CA,North America,5
2006,H3N2 NA protein,answer strain,H3N2,CA,North America,1.75
2007,H3N2 NA protein,answer strain,H3N2,CA,North America,3
2008,H3N2 NA protein,answer strain,H3N2,CA,North America,3.8
2009,H3N2 NA protein,answer strain,H3N2,CA,North America,2.246575342
2010,H3N2 NA protein,answer strain,H3N2,CA,North America,2
2011,H3N2 NA protein,answer strain,H3N2,CA,North America,1.8125
2012,H3N2 NA protein,answer strain,H3N2,CA,North America,2.352941176
2013,H3N2 NA protein,answer strain,H3N2,CA,North America,2.238095238
2014,H3N2 NA protein,answer strain,H3N2,CA,North America,5.074074074
2015,H3N2 NA protein,answer strain,H3N2,CA,North America,2.5
2016,H3N2 NA protein,answer strain,H3N2,CA,North America,4.041322314
2017,H3N2 NA protein,answer strain,H3N2,CA,North America,3.042553191
2018,H3N2 NA protein,answer strain,H3N2,CA,North America,1.430769231
2019,H3N2 NA protein,answer strain,H3N2,CA,North America,9.612403101
2003,H3N2 NA protein,answer strain,H3N2,CAN,North America,NA
2004,H3N2 NA protein,answer strain,H3N2,CAN,North America,NA
2005,H3N2 NA protein,answer strain,H3N2,CAN,North America,7.75
2006,H3N2 NA protein,answer strain,H3N2,CAN,North America,5
2007,H3N2 NA protein,answer strain,H3N2,CAN,North America,10.45454545
2008,H3N2 NA protein,answer strain,H3N2,CAN,North America,NA
2009,H3N2 NA protein,answer strain,H3N2,CAN,North America,3
2010,H3N2 NA protein,answer strain,H3N2,CAN,North America,2.571428571
2011,H3N2 NA protein,answer strain,H3N2,CAN,North America,1.081081081
2012,H3N2 NA protein,answer strain,H3N2,CAN,North America,2.5
2013,H3N2 NA protein,answer strain,H3N2,CAN,North America,2.666666667
2014,H3N2 NA protein,answer strain,H3N2,CAN,North America,6.083333333
2015,H3N2 NA protein,answer strain,H3N2,CAN,North America,2.465346535
2016,H3N2 NA protein,answer strain,H3N2,CAN,North America,2.677419355
2017,H3N2 NA protein,answer strain,H3N2,CAN,North America,7.542857143
2018,H3N2 NA protein,answer strain,H3N2,CAN,North America,2.86440678
2019,H3N2 NA protein,answer strain,H3N2,CAN,North America,8.301587302
2003,H3N2 NA protein,answer strain,H3N2,UK,Europe,NA
2004,H3N2 NA protein,answer strain,H3N2,UK,Europe,2.555555556
2005,H3N2 NA protein,answer strain,H3N2,UK,Europe,NA
2006,H3N2 NA protein,answer strain,H3N2,UK,Europe,NA
2007,H3N2 NA protein,answer strain,H3N2,UK,Europe,NA
2008,H3N2 NA protein,answer strain,H3N2,UK,Europe,NA
2009,H3N2 NA protein,answer strain,H3N2,UK,Europe,NA
2010,H3N2 NA protein,answer strain,H3N2,UK,Europe,2
2011,H3N2 NA protein,answer strain,H3N2,UK,Europe,3.25
2012,H3N2 NA protein,answer strain,H3N2,UK,Europe,3.074074074
2013,H3N2 NA protein,answer strain,H3N2,UK,Europe,0.913043478
2014,H3N2 NA protein,answer strain,H3N2,UK,Europe,4.666666667
2015,H3N2 NA protein,answer strain,H3N2,UK,Europe,3.058375635
2016,H3N2 NA protein,answer strain,H3N2,UK,Europe,2.833333333
2017,H3N2 NA protein,answer strain,H3N2,UK,Europe,3.051693405
2018,H3N2 NA protein,answer strain,H3N2,UK,Europe,2.256692913
2019,H3N2 NA protein,answer strain,H3N2,UK,Europe,8.23024055
2003,H3N2 NA protein,answer strain,H3N2,GER,Europe,NA
2004,H3N2 NA protein,answer strain,H3N2,GER,Europe,NA
2005,H3N2 NA protein,answer strain,H3N2,GER,Europe,NA
2006,H3N2 NA protein,answer strain,H3N2,GER,Europe,NA
2007,H3N2 NA protein,answer strain,H3N2,GER,Europe,NA
2008,H3N2 NA protein,answer strain,H3N2,GER,Europe,0
2009,H3N2 NA protein,answer strain,H3N2,GER,Europe,NA
2010,H3N2 NA protein,answer strain,H3N2,GER,Europe,NA
2011,H3N2 NA protein,answer strain,H3N2,GER,Europe,1.857142857
2012,H3N2 NA protein,answer strain,H3N2,GER,Europe,2.294117647
2013,H3N2 NA protein,answer strain,H3N2,GER,Europe,1.545454545
2014,H3N2 NA protein,answer strain,H3N2,GER,Europe,5.357142857
2015,H3N2 NA protein,answer strain,H3N2,GER,Europe,3.740740741
2016,H3N2 NA protein,answer strain,H3N2,GER,Europe,7.9
2017,H3N2 NA protein,answer strain,H3N2,GER,Europe,2.481481481
2018,H3N2 NA protein,answer strain,H3N2,GER,Europe,2.283018868
2019,H3N2 NA protein,answer strain,H3N2,GER,Europe,8.391061453
2003,H3N2 NA protein,answer strain,H3N2,FR,Europe,NA
2004,H3N2 NA protein,answer strain,H3N2,FR,Europe,NA
2005,H3N2 NA protein,answer strain,H3N2,FR,Europe,NA
2006,H3N2 NA protein,answer strain,H3N2,FR,Europe,NA
2007,H3N2 NA protein,answer strain,H3N2,FR,Europe,7.75
2008,H3N2 NA protein,answer strain,H3N2,FR,Europe,2.5
2009,H3N2 NA protein,answer strain,H3N2,FR,Europe,1.789473684
2010,H3N2 NA protein,answer strain,H3N2,FR,Europe,3.333333333
2011,H3N2 NA protein,answer strain,H3N2,FR,Europe,2.333333333
2012,H3N2 NA protein,answer strain,H3N2,FR,Europe,2.617647059
2013,H3N2 NA protein,answer strain,H3N2,FR,Europe,1
2014,H3N2 NA protein,answer strain,H3N2,FR,Europe,4.2
2015,H3N2 NA protein,answer strain,H3N2,FR,Europe,4.217391304
2016,H3N2 NA protein,answer strain,H3N2,FR,Europe,3.135135135
2017,H3N2 NA protein,answer strain,H3N2,FR,Europe,2.744874715
2018,H3N2 NA protein,answer strain,H3N2,FR,Europe,4.256410256
2019,H3N2 NA protein,answer strain,H3N2,FR,Europe,8.05
2003,H3N2 NA protein,answer strain,H3N2,HK,Asia,NA
2004,H3N2 NA protein,answer strain,H3N2,HK,Asia,12.94285714
2005,H3N2 NA protein,answer strain,H3N2,HK,Asia,0.973684211
2006,H3N2 NA protein,answer strain,H3N2,HK,Asia,NA
2007,H3N2 NA protein,answer strain,H3N2,HK,Asia,3
2008,H3N2 NA protein,answer strain,H3N2,HK,Asia,2
2009,H3N2 NA protein,answer strain,H3N2,HK,Asia,1.576271186
2010,H3N2 NA protein,answer strain,H3N2,HK,Asia,3.045454545
2011,H3N2 NA protein,answer strain,H3N2,HK,Asia,4
2012,H3N2 NA protein,answer strain,H3N2,HK,Asia,2.166666667
2013,H3N2 NA protein,answer strain,H3N2,HK,Asia,2.1
2014,H3N2 NA protein,answer strain,H3N2,HK,Asia,3.837837838
2015,H3N2 NA protein,answer strain,H3N2,HK,Asia,3.294117647
2016,H3N2 NA protein,answer strain,H3N2,HK,Asia,2.625
2017,H3N2 NA protein,answer strain,H3N2,HK,Asia,3.841121495
2018,H3N2 NA protein,answer strain,H3N2,HK,Asia,5.596153846
2019,H3N2 NA protein,answer strain,H3N2,HK,Asia,8.021276596
2003,H3N2 NA protein,answer strain,H3N2,SCP,Asia,1.413793103
2004,H3N2 NA protein,answer strain,H3N2,SCP,Asia,12.20588235
2005,H3N2 NA protein,answer strain,H3N2,SCP,Asia,1.454545455
2006,H3N2 NA protein,answer strain,H3N2,SCP,Asia,13.5
2007,H3N2 NA protein,answer strain,H3N2,SCP,Asia,3.454545455
2008,H3N2 NA protein,answer strain,H3N2,SCP,Asia,3.210526316
2009,H3N2 NA protein,answer strain,H3N2,SCP,Asia,1.894117647
2010,H3N2 NA protein,answer strain,H3N2,SCP,Asia,7.388888889
2011,H3N2 NA protein,answer strain,H3N2,SCP,Asia,2.826086957
2012,H3N2 NA protein,answer strain,H3N2,SCP,Asia,2.66
2013,H3N2 NA protein,answer strain,H3N2,SCP,Asia,2.566666667
2014,H3N2 NA protein,answer strain,H3N2,SCP,Asia,4.478723404
2015,H3N2 NA protein,answer strain,H3N2,SCP,Asia,4.231481481
2016,H3N2 NA protein,answer strain,H3N2,SCP,Asia,3.87755102
2017,H3N2 NA protein,answer strain,H3N2,SCP,Asia,3.754045307
2018,H3N2 NA protein,answer strain,H3N2,SCP,Asia,6.741176471
2019,H3N2 NA protein,answer strain,H3N2,SCP,Asia,8.631701632
2003,H3N2 NA protein,answer strain,H3N2,JP,Asia,NA
2004,H3N2 NA protein,answer strain,H3N2,JP,Asia,14
2005,H3N2 NA protein,answer strain,H3N2,JP,Asia,5
2006,H3N2 NA protein,answer strain,H3N2,JP,Asia,1.4
2007,H3N2 NA protein,answer strain,H3N2,JP,Asia,11.8
2008,H3N2 NA protein,answer strain,H3N2,JP,Asia,2.25
2009,H3N2 NA protein,answer strain,H3N2,JP,Asia,2.5
2010,H3N2 NA protein,answer strain,H3N2,JP,Asia,12
2011,H3N2 NA protein,answer strain,H3N2,JP,Asia,4.833333333
2012,H3N2 NA protein,answer strain,H3N2,JP,Asia,2.565934066
2013,H3N2 NA protein,answer strain,H3N2,JP,Asia,2.453608247
2014,H3N2 NA protein,answer strain,H3N2,JP,Asia,4.596938776
2015,H3N2 NA protein,answer strain,H3N2,JP,Asia,3.245901639
2016,H3N2 NA protein,answer strain,H3N2,JP,Asia,2.577540107
2017,H3N2 NA protein,answer strain,H3N2,JP,Asia,3.428571429
2018,H3N2 NA protein,answer strain,H3N2,JP,Asia,3.534883721
2019,H3N2 NA protein,answer strain,H3N2,JP,Asia,8.200564972
2003,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.666666667
2004,H3N2 NA protein,answer strain,H3N2,SG,Asia,14.88888889
2005,H3N2 NA protein,answer strain,H3N2,SG,Asia,NA
2006,H3N2 NA protein,answer strain,H3N2,SG,Asia,NA
2007,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.333333333
2008,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.75
2009,H3N2 NA protein,answer strain,H3N2,SG,Asia,0.464285714
2010,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.2
2011,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.805369128
2012,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.106666667
2013,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.703703704
2014,H3N2 NA protein,answer strain,H3N2,SG,Asia,3.567567568
2015,H3N2 NA protein,answer strain,H3N2,SG,Asia,3.09375
2016,H3N2 NA protein,answer strain,H3N2,SG,Asia,2.469387755
2017,H3N2 NA protein,answer strain,H3N2,SG,Asia,3.525925926
2018,H3N2 NA protein,answer strain,H3N2,SG,Asia,5.460176991
2019,H3N2 NA protein,answer strain,H3N2,SG,Asia,9.222972973
2003,H3N2 NA epitope,current-system,H3N2,NY,North America,0.111111111
2004,H3N2 NA epitope,current-system,H3N2,NY,North America,1.056818182
2005,H3N2 NA epitope,current-system,H3N2,NY,North America,1.950617284
2006,H3N2 NA epitope,current-system,H3N2,NY,North America,0.528301887
2007,H3N2 NA epitope,current-system,H3N2,NY,North America,1.7
2008,H3N2 NA epitope,current-system,H3N2,NY,North America,2.075
2009,H3N2 NA epitope,current-system,H3N2,NY,North America,0.064935065
2010,H3N2 NA epitope,current-system,H3N2,NY,North America,0
2011,H3N2 NA epitope,current-system,H3N2,NY,North America,0.09375
2012,H3N2 NA epitope,current-system,H3N2,NY,North America,0.166666667
2013,H3N2 NA epitope,current-system,H3N2,NY,North America,1.016129032
2014,H3N2 NA epitope,current-system,H3N2,NY,North America,1.692307692
2015,H3N2 NA epitope,current-system,H3N2,NY,North America,2.031007752
2016,H3N2 NA epitope,current-system,H3N2,NY,North America,0.327272727
2017,H3N2 NA epitope,current-system,H3N2,NY,North America,0.545454545
2018,H3N2 NA epitope,current-system,H3N2,NY,North America,1.27184466
2019,H3N2 NA epitope,current-system,H3N2,NY,North America,2.161538462
2003,H3N2 NA epitope,current-system,H3N2,CA,North America,NA
2004,H3N2 NA epitope,current-system,H3N2,CA,North America,1.285714286
2005,H3N2 NA epitope,current-system,H3N2,CA,North America,1
2006,H3N2 NA epitope,current-system,H3N2,CA,North America,0
2007,H3N2 NA epitope,current-system,H3N2,CA,North America,1.666666667
2008,H3N2 NA epitope,current-system,H3N2,CA,North America,2.3
2009,H3N2 NA epitope,current-system,H3N2,CA,North America,0.294520548
2010,H3N2 NA epitope,current-system,H3N2,CA,North America,0
2011,H3N2 NA epitope,current-system,H3N2,CA,North America,0.125
2012,H3N2 NA epitope,current-system,H3N2,CA,North America,0.176470588
2013,H3N2 NA epitope,current-system,H3N2,CA,North America,1.047619048
2014,H3N2 NA epitope,current-system,H3N2,CA,North America,1.333333333
2015,H3N2 NA epitope,current-system,H3N2,CA,North America,2.12
2016,H3N2 NA epitope,current-system,H3N2,CA,North America,0.074380165
2017,H3N2 NA epitope,current-system,H3N2,CA,North America,0.418439716
2018,H3N2 NA epitope,current-system,H3N2,CA,North America,1.025641026
2019,H3N2 NA epitope,current-system,H3N2,CA,North America,2.162790698
2003,H3N2 NA epitope,current-system,H3N2,CAN,North America,NA
2004,H3N2 NA epitope,current-system,H3N2,CAN,North America,NA
2005,H3N2 NA epitope,current-system,H3N2,CAN,North America,2
2006,H3N2 NA epitope,current-system,H3N2,CAN,North America,0
2007,H3N2 NA epitope,current-system,H3N2,CAN,North America,1.181818182
2008,H3N2 NA epitope,current-system,H3N2,CAN,North America,NA
2009,H3N2 NA epitope,current-system,H3N2,CAN,North America,0
2010,H3N2 NA epitope,current-system,H3N2,CAN,North America,0
2011,H3N2 NA epitope,current-system,H3N2,CAN,North America,0
2012,H3N2 NA epitope,current-system,H3N2,CAN,North America,0
2013,H3N2 NA epitope,current-system,H3N2,CAN,North America,1
2014,H3N2 NA epitope,current-system,H3N2,CAN,North America,1.666666667
2015,H3N2 NA epitope,current-system,H3N2,CAN,North America,1.99009901
2016,H3N2 NA epitope,current-system,H3N2,CAN,North America,0.177419355
2017,H3N2 NA epitope,current-system,H3N2,CAN,North America,1.057142857
2018,H3N2 NA epitope,current-system,H3N2,CAN,North America,1.322033898
2019,H3N2 NA epitope,current-system,H3N2,CAN,North America,2.301587302
2003,H3N2 NA epitope,current-system,H3N2,UK,Europe,NA
2004,H3N2 NA epitope,current-system,H3N2,UK,Europe,1.031746032
2005,H3N2 NA epitope,current-system,H3N2,UK,Europe,NA
2006,H3N2 NA epitope,current-system,H3N2,UK,Europe,NA
2007,H3N2 NA epitope,current-system,H3N2,UK,Europe,NA
2008,H3N2 NA epitope,current-system,H3N2,UK,Europe,NA
2009,H3N2 NA epitope,current-system,H3N2,UK,Europe,NA
2010,H3N2 NA epitope,current-system,H3N2,UK,Europe,0
2011,H3N2 NA epitope,current-system,H3N2,UK,Europe,0
2012,H3N2 NA epitope,current-system,H3N2,UK,Europe,0.259259259
2013,H3N2 NA epitope,current-system,H3N2,UK,Europe,1.043478261
2014,H3N2 NA epitope,current-system,H3N2,UK,Europe,1.714285714
2015,H3N2 NA epitope,current-system,H3N2,UK,Europe,2.027918782
2016,H3N2 NA epitope,current-system,H3N2,UK,Europe,0.229166667
2017,H3N2 NA epitope,current-system,H3N2,UK,Europe,0.329768271
2018,H3N2 NA epitope,current-system,H3N2,UK,Europe,1.281889764
2019,H3N2 NA epitope,current-system,H3N2,UK,Europe,2.384879725
2003,H3N2 NA epitope,current-system,H3N2,GER,Europe,NA
2004,H3N2 NA epitope,current-system,H3N2,GER,Europe,NA
2005,H3N2 NA epitope,current-system,H3N2,GER,Europe,NA
2006,H3N2 NA epitope,current-system,H3N2,GER,Europe,NA
2007,H3N2 NA epitope,current-system,H3N2,GER,Europe,NA
2008,H3N2 NA epitope,current-system,H3N2,GER,Europe,2
2009,H3N2 NA epitope,current-system,H3N2,GER,Europe,NA
2010,H3N2 NA epitope,current-system,H3N2,GER,Europe,NA
